id,latitude,longitude,unique_squirrel_id,shift,date,age,primary_fur_color,location,specific_location,running,chasing,climbing,eating,foraging,other_activities,kuks,quaas,moans,tail_flags,tail_twitches,approaches,indifferent,runs_from
5228,40.79287118,-73.95354107,36H-PM-1008-02,PM,2018-10-08,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
5229,40.78917746,-73.96391593,29C-AM-1007-06,AM,2018-10-07,Adult,Gray,Ground plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True
5230,40.79593378,-73.95795643,38C-PM-1014-09,PM,2018-10-14,Adult,Black,Ground plane,,False,False,False,True,False,,False,False,False,False,False,True,False,False
5231,40.78925084,-73.95746481,31H-PM-1008-02,PM,2018-10-08,Juvenile,Gray,Above ground,,True,False,True,False,False,,False,False,False,False,True,False,True,False
5232,40.77059996,-73.97025268,8H-AM-1017-06,AM,2018-10-17,Adult,Gray,Above ground,,False,True,False,True,False,,False,False,False,False,False,False,True,False
5233,40.79186135,-73.95796459,34F-AM-1007-01,AM,2018-10-07,Adult,Gray,Above ground,,True,False,True,False,False,,False,False,False,False,False,False,False,True
5234,40.77495053,-73.96732534,13H-PM-1010-02,PM,2018-10-10,Adult,Gray,Above ground,Tree,False,False,False,False,True,,False,False,False,False,False,False,True,False
5235,40.78203098,-73.96400328,22F-PM-1014-06,PM,2018-10-14,Adult,Gray,Ground plane,,True,False,False,False,False,,False,False,False,False,True,False,True,False
5236,40.79058473,-73.95959332,32E-AM-1007-13,AM,2018-10-07,Adult,Gray,Above ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False
5237,40.7937797,-73.96022221,35C-AM-1007-05,AM,2018-10-07,Adult,Gray,Above ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False
5238,40.77924987,-73.96806351,17E-AM-1017-05,AM,2018-10-17,Adult,Black,Above ground,Branch,False,False,False,False,True,,False,False,False,False,False,False,True,False
5239,40.76869053,-73.98016664,2B-PM-1013-01,PM,2018-10-13,Adult,Gray,Ground plane,,True,False,False,False,False,Running (with nut),False,False,False,False,False,False,False,False
5240,40.78134774,-73.96756343,19D-AM-1007-01,AM,2018-10-07,Juvenile,Gray,Ground plane,,False,False,True,True,False,,False,False,False,False,False,False,False,False
5241,40.79828863,-73.95849706,40B-AM-1019-03,AM,2018-10-19,Juvenile,Gray,Ground plane,,True,True,False,False,False,,False,False,False,False,True,True,False,False
5242,40.76819544,-73.97602982,3E-PM-1008-07,PM,2018-10-08,Adult,Gray,Ground plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
5243,40.79723991,-73.95688021,39C-PM-1006-01,PM,2018-10-06,Adult,Gray,Ground plane,,True,False,False,False,True,,False,False,False,False,False,False,True,False
5244,40.76905264,-73.97246424,6G-AM-1008-02,AM,2018-10-08,Juvenile,Gray,Ground plane,Bush,False,False,False,False,True,,False,False,False,False,False,False,True,False
5245,40.77604327,-73.96901758,14F-AM-1007-05,AM,2018-10-07,Juvenile,Gray,Ground plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
5246,40.7690281,-73.97040828,6I-PM-1013-06,PM,2018-10-13,Adult,Gray,Ground plane,,False,False,False,False,False,Playing with #5,False,False,False,False,True,False,False,False
5247,40.77688116,-73.96849107,15F-PM-1010-05,PM,2018-10-10,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
5248,40.77352326,-73.97686748,8B-PM-1012-02,PM,2018-10-12,Adult,Gray,Ground plane,Hiding in bushes,False,False,False,False,True,,False,False,False,False,False,False,False,True
5249,40.76988852,-73.97970849,3A-PM-1017-06,PM,2018-10-17,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
5250,40.79231304,-73.95281927,36I-AM-1017-02,AM,2018-10-17,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
5251,40.76926026,-73.974563,5E-AM-1008-06,AM,2018-10-08,Adult,Cinnamon,Ground plane,,True,False,False,False,False,,False,False,False,False,False,True,False,False
5252,40.79033658,-73.95950023,32E-PM-1017-13,PM,2018-10-17,Adult,Gray,,,False,False,False,True,True,,False,False,False,False,False,False,True,False
5253,40.76894867,-73.9741825,5F-PM-1007-03,PM,2018-10-07,Adult,Gray,Ground plane,,False,False,False,False,False,Hiding nut,False,False,False,False,True,False,True,False
5254,40.77613936,-73.97492439,11B-PM-1014-05,PM,2018-10-14,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
5255,40.77801434,-73.96838133,16E-PM-1018-06,PM,2018-10-18,Adult,Cinnamon,Ground plane,On a rock,False,False,False,False,True,,False,False,False,False,True,False,True,False
5256,40.77558981,-73.96942403,13F-AM-1007-02,AM,2018-10-07,Adult,Cinnamon,,,False,False,False,True,True,,False,False,False,False,False,False,True,False
5257,40.78283647,-73.9689001,20B-PM-1013-10,PM,2018-10-13,Adult,Gray,Ground plane,,False,False,False,False,True,Drank from a pond of rain water,False,False,False,False,False,False,True,False
5258,40.76967537,-73.98045289,3A-PM-1017-05,PM,2018-10-17,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
5259,40.78738625,-73.9576246,29H-PM-1006-01,PM,2018-10-06,Adult,Gray,Above ground,,False,False,True,False,False,Sitting,False,False,False,False,False,False,True,False
5260,40.78450981,-73.96660079,23C-PM-1014-03,PM,2018-10-14,Adult,Gray,Above ground,,False,True,False,False,False,Chasing (#4 across trees),False,False,False,False,False,False,False,False
5261,40.79226455,-73.96148484,33C-PM-1007-03,PM,2018-10-07,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False
5262,40.79476392,-73.95466542,38G-PM-1020-09,PM,2018-10-20,Adult,Gray,Ground plane,,False,False,False,True,True,,False,False,False,True,False,False,True,False
5263,40.77688047,-73.9667114,16G-PM-1017-01,PM,2018-10-17,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
5264,40.79218225,-73.95300356,36I-PM-1007-07,PM,2018-10-07,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
5265,40.79512786,-73.96156966,35A-AM-1014-03,AM,2018-10-14,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
5266,40.78838401,-73.96447484,28C-PM-1006-01,PM,2018-10-06,Adult,Gray,Ground plane,,False,False,False,False,False,Gathering acorns,False,False,False,True,False,False,False,True
5267,40.79148297,-73.96107056,32D-AM-1013-06,AM,2018-10-13,Adult,Cinnamon,Ground plane,,True,False,False,True,True,"Eating (a mushroom),circles around us,really fat,scratching himself,grooming activity",False,False,False,False,True,True,False,False
5268,40.78453013,-73.96884545,22A-AM-1008-05,AM,2018-10-08,Adult,Gray,Above ground,Trash can,False,False,False,True,False,,False,False,False,True,False,False,False,True
5269,40.79809595,-73.95782372,40B-PM-1014-06,PM,2018-10-14,Adult,Gray,Ground plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False
5270,40.78097194,-73.96882712,19C-PM-1018-01,PM,2018-10-18,Adult,Gray,Ground plane,,True,True,False,True,False,,False,False,False,False,True,False,True,False
5271,40.79445851,-73.96170887,35A-PM-1013-06,PM,2018-10-13,Adult,Cinnamon,Ground plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True
5272,40.77665306,-73.97018248,14E-AM-1008-09,AM,2018-10-08,Adult,Gray,Ground plane,,True,True,False,False,False,,True,False,False,False,False,False,False,True
5273,40.77660435,-73.96764105,15G-PM-1019-05,PM,2018-10-19,Adult,Gray,Above ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False
5274,40.7723572,-73.97087261,10F-AM-1007-02,AM,2018-10-07,Adult,Gray,Above ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False
5275,40.79821622,-73.95414535,42E-PM-1012-06,PM,2018-10-12,Adult,Cinnamon,Ground plane,,True,False,False,False,True,,False,False,False,False,False,False,False,True
5276,40.78429274,-73.96836083,22B-AM-1013-04,AM,2018-10-13,Adult,Cinnamon,Ground plane,Under bench,False,False,False,False,True,,False,False,False,False,False,False,False,True
5277,40.77733867,-73.96805206,15F-PM-1010-06,PM,2018-10-10,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
5278,40.77158779,-73.97871809,5A-AM-1006-05,AM,2018-10-06,Adult,Gray,Ground plane,Near 65th st arch,False,False,False,False,True,,False,False,False,True,False,False,False,True
5279,40.78956541,-73.95659059,32H-PM-1006-01,PM,2018-10-06,,Gray,Above ground,In the european beech,False,False,True,False,False,,False,False,False,False,False,False,False,False
5280,40.79924617,-73.95657597,42C-AM-1007-02,AM,2018-10-07,,,,,False,False,False,False,False,,False,True,False,False,False,False,False,False
5281,40.79873847,-73.95515395,41D-AM-1014-01,AM,2018-10-14,Adult,Gray,Ground plane,,False,False,False,False,True,Digging,False,False,False,False,False,False,True,False
5282,40.7813538,-73.96419718,21G-PM-1007-01,PM,2018-10-07,Adult,Gray,Ground plane,,False,False,False,True,False,,False,False,False,True,False,False,True,False
5283,40.77685537,-73.9692884,14E-AM-1008-02,AM,2018-10-08,Adult,Gray,Ground plane,,True,False,False,False,True,Walking,False,False,False,False,False,False,False,True
5284,40.7699587,-73.97085497,7H-PM-1006-04,PM,2018-10-06,Adult,Gray,Above ground,On tree knob,False,False,False,False,False,Sitting,False,False,False,False,False,False,True,False
5285,40.7825112,-73.9639744,22F-AM-1007-01,AM,2018-10-07,Adult,Gray,Ground plane,,False,False,True,False,True,,False,False,False,False,False,False,True,False
5286,40.77121455,-73.97302779,7F-AM-1008-16,AM,2018-10-08,Juvenile,Gray,Above ground,Tree,False,False,False,False,False,,False,False,False,False,False,False,False,True
5287,40.77246916,-73.97105414,10F-PM-1019-05,PM,2018-10-19,Adult,Black,Above ground,"Behind fence, tree",False,False,True,False,False,,False,False,False,False,False,False,True,False
5288,40.77472136,-73.97615925,10A-AM-1006-04,AM,2018-10-06,Juvenile,Gray,Above ground,Tree near large rock on bridle path,False,False,False,False,False,Walking on branch,False,False,False,False,True,False,False,False
5289,40.79506897,-73.95440077,38F-PM-1013-05,PM,2018-10-13,Juvenile,Gray,Ground plane,,False,False,False,False,True,"Being chased,was pushed by other squirrel",True,True,False,False,False,False,False,False
5290,40.79936813,-73.95759862,41B-PM-1014-01,PM,2018-10-14,Adult,Gray,Above ground,Climbing tree,False,False,True,False,False,Climbing (tree),False,False,False,False,False,False,False,True
5291,40.7955419,-73.96077014,36A-PM-1013-07,PM,2018-10-13,,Gray,Ground plane,"""field""",False,True,False,False,False,Chasing #8,False,False,False,False,False,False,False,True
5292,40.77058462,-73.97640365,5C-AM-1006-05,AM,2018-10-06,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
5293,40.79081933,-73.95892496,32E-PM-1017-03,PM,2018-10-17,Adult,Gray,Above ground,Bottom of tree,False,False,False,True,False,Still,False,False,False,False,False,False,True,False
5294,40.79176854,-73.96346234,31A-PM-1017-04,PM,2018-10-17,Adult,Gray,Ground plane,,False,False,False,True,True,,False,False,False,False,False,False,False,False
5295,40.79784491,-73.95211102,42G-AM-1018-03,AM,2018-10-18,Adult,Gray,Ground plane,,True,False,False,False,False,Stop to look at me—then ran,False,False,False,False,False,False,False,True
5296,40.79500136,-73.9574809,37D-PM-1014-04,PM,2018-10-14,Adult,Gray,Ground plane,,False,True,False,False,True,Chasing (a chipmunk),False,False,False,False,False,False,False,True
5297,40.78541193,-73.96709759,24B-AM-1013-01,AM,2018-10-13,,Gray,Above ground,,True,False,False,True,False,Took nut to bury,False,False,False,False,True,False,False,True
5298,40.77019416,-73.97113188,7G-AM-1010-02,AM,2018-10-10,Adult,Gray,Above ground,,True,False,False,False,False,,False,False,False,False,True,False,False,True
5299,40.77054093,-73.97632434,5C-PM-1010-13,PM,2018-10-10,Adult,Gray,Above ground,Way up a tree!,False,False,True,False,False,,False,False,False,False,False,False,False,False
5300,40.77551819,-73.96517545,15I-AM-1008-01,AM,2018-10-08,Adult,Gray,Above ground,Tree,False,False,True,True,False,,False,False,False,False,False,False,True,False
5301,40.781574,-73.97001006,19B-PM-1018-01,PM,2018-10-18,Adult,Gray,Above ground,,True,False,False,False,False,Flying,False,False,False,False,False,False,False,False
5302,40.77623855,-73.97190562,13D-PM-1018-10,PM,2018-10-18,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False
5303,40.79228962,-73.95300409,36I-PM-1007-10,PM,2018-10-07,Juvenile,Gray,Ground plane,,False,False,False,True,False,Stole (found?) an entire sandwich,False,False,False,False,False,False,True,False
5304,40.79884873,-73.95720938,41B-AM-1010-06,AM,2018-10-10,Adult,Gray,Above ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False
5305,40.79395811,-73.96077463,35B-AM-1010-01,AM,2018-10-10,Adult,Gray,Ground plane,Lawn,False,False,False,False,False,Walking w/ something in mouth,False,False,False,False,False,False,True,False
5306,40.79739234,-73.9566346,40D-PM-1013-01,PM,2018-10-13,Adult,Gray,Ground plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False
5307,40.79638268,-73.95920389,38B-PM-1018-02,PM,2018-10-18,Adult,Gray,Ground plane,,False,False,False,False,True,Burying nut,False,False,False,False,False,False,False,False
5308,40.79508133,-73.95111187,40I-AM-1018-01,AM,2018-10-18,Adult,Cinnamon,Ground plane,,True,False,False,False,True,Begging,False,False,False,False,False,False,False,False
5309,40.77295376,-73.97699398,7B-AM-1008-10,AM,2018-10-08,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
5310,40.77633104,-73.97125278,13D-AM-1014-08,AM,2018-10-14,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
5311,40.77726246,-73.96711471,16G-AM-1010-03,AM,2018-10-10,Adult,Gray,Ground plane,,False,False,False,False,True,Was hanging out w/ #2 until i showed up,True,False,False,False,False,False,False,True
5312,40.79825979,-73.95886603,40A-AM-1010-03,AM,2018-10-10,Adult,Gray,Ground plane,Bottom of great hill,False,False,False,True,True,,False,False,False,True,False,False,True,True
5313,40.77618418,-73.96516015,15I-PM-1012-07,PM,2018-10-12,Adult,Cinnamon,Ground plane,,True,False,False,False,True,,False,False,False,False,False,False,False,False
5314,40.76937118,-73.97921555,3B-PM-1007-11,PM,2018-10-07,Adult,Gray,Above ground,In tree,False,False,True,False,False,,False,False,False,False,False,False,False,False
5315,40.78287789,-73.96641005,21D-AM-1008-02,AM,2018-10-08,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False
5316,40.77484671,-73.97462291,10B-PM-1014-05,PM,2018-10-14,Adult,Gray,Ground plane,,False,False,False,True,True,,False,False,False,False,True,False,False,False
5317,40.7761093,-73.9705093,13E-PM-1008-07,PM,2018-10-08,Adult,Gray,Ground plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
5318,40.79977082,-73.95816559,41A-PM-1007-06,PM,2018-10-07,Adult,Black,Ground plane,,True,False,True,True,False,,False,False,False,False,False,False,False,True
5319,40.76629923,-73.97555608,2F-AM-1006-05,AM,2018-10-06,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
5320,40.78282081,-73.96964335,20B-AM-1007-01,AM,2018-10-07,Adult,Gray,Ground plane,,False,False,False,False,True,Quietly,False,False,False,False,False,False,True,False
5321,40.78789643,-73.96647116,26A-PM-1006-06,PM,2018-10-06,Adult,Gray,Ground plane,Tree 90th left 90th & 89,False,False,True,False,False,,False,False,False,True,False,False,False,False
5322,40.79337553,-73.95759438,35E-PM-1006-07,PM,2018-10-06,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,False,False,True,True
5323,40.77288774,-73.96941681,11G-PM-1013-01,PM,2018-10-13,Adult,Gray,Above ground,In the woods/brush,False,False,True,False,True,,False,False,False,False,False,False,False,True
5324,40.79258078,-73.95286825,36I-PM-1007-13,PM,2018-10-07,Adult,Gray,Ground plane,,False,False,False,True,False,,False,False,False,False,True,True,False,False
5325,40.7724665,-73.97824171,7A-AM-1006-01,AM,2018-10-06,Adult,Gray,Above ground,In tree,False,False,False,False,True,,False,True,False,False,True,False,False,False
5326,40.77007508,-73.97214429,7G-PM-1018-03,PM,2018-10-18,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
5327,40.77698846,-73.96984738,14E-AM-1008-05,AM,2018-10-08,Adult,Gray,Above ground,,False,False,True,False,False,Nest building,False,False,False,False,False,False,True,False
5328,40.76848382,-73.97686528,3D-PM-1010-03,PM,2018-10-10,Adult,Cinnamon,Ground plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
5329,40.7937581,-73.95909928,35D-PM-1013-09,PM,2018-10-13,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
5330,40.77057119,-73.9724064,7F-PM-1012-01,PM,2018-10-12,Adult,Gray,Ground plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False
5331,40.77878726,-73.96613613,18G-PM-1013-01,PM,2018-10-13,Adult,Gray,Ground plane,,False,False,False,True,True,Burying,False,False,False,False,False,False,False,True
5332,40.77013042,-73.97307506,6F-PM-1008-01,PM,2018-10-08,Adult,Gray,Above ground,,False,True,False,False,False,,False,False,False,False,False,False,False,False
5333,40.77208681,-73.97197067,9F-AM-1013-04,AM,2018-10-13,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
5334,40.79510444,-73.95621175,38E-AM-1010-09,AM,2018-10-10,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
5335,40.79054235,-73.95640236,33G-AM-1013-02,AM,2018-10-13,Adult,Gray,Above ground,Shelter in hole in tree,False,False,True,False,False,,False,False,False,False,False,False,True,True
5336,40.79524755,-73.95326201,39G-AM-1018-01,AM,2018-10-18,Adult,Gray,Ground plane,,False,False,False,False,False,Dead (something ran over it),False,False,False,False,False,False,False,False
5337,40.79044099,-73.95763493,32G-PM-1013-03,PM,2018-10-13,Juvenile,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
5338,40.76863511,-73.97634308,4D-PM-1008-11,PM,2018-10-08,Adult,Cinnamon,Above ground,On tree facing downward,False,True,False,False,False,Chased #12,True,False,False,True,False,False,False,True
5339,40.76948866,-73.97147891,6H-AM-1008-01,AM,2018-10-08,Adult,Cinnamon,Ground plane,,False,False,False,True,False,,False,False,False,False,False,False,False,False
5340,40.76978834,-73.97551337,5E-AM-1008-08,AM,2018-10-08,Adult,Gray,Ground plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False
5341,40.77732954,-73.9702349,15D-PM-1017-01,PM,2018-10-17,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
5342,40.77816584,-73.96860561,16E-AM-1014-03,AM,2018-10-14,Adult,Gray,Ground plane,,False,False,False,True,True,,False,False,False,False,False,True,False,False
5343,40.79495985,-73.95221424,39H-PM-1013-02,PM,2018-10-13,Juvenile,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False
5344,40.79727519,-73.957659,39C-PM-1006-02,PM,2018-10-06,Adult,Gray,Above ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False
5345,40.79157004,-73.96379469,31A-AM-1010-04,AM,2018-10-10,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,True,False,False,False
5346,40.77238897,-73.97109911,9F-PM-1014-02,PM,2018-10-14,Adult,Gray,Ground plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
5347,40.78104501,-73.96382703,21G-PM-1007-02,PM,2018-10-07,Adult,Gray,Ground plane,,False,False,False,True,False,,False,False,False,True,False,False,False,True
5348,40.76700903,-73.9756015,2F-AM-1006-01,AM,2018-10-06,Adult,Gray,Ground plane,Walking along path,False,False,False,False,True,,False,False,False,False,True,False,True,False
5349,40.78091878,-73.96496326,20F-PM-1007-01,PM,2018-10-07,Adult,Gray,Ground plane,,False,False,False,True,True,,False,False,False,False,True,False,True,False
5350,40.79315291,-73.9572192,35E-PM-1006-01,PM,2018-10-06,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,False,True,False,False
5351,40.77145348,-73.97123089,9G-AM-1007-04,AM,2018-10-07,Adult,Gray,Above ground,,False,False,False,False,False,Grooming,False,False,False,False,False,False,True,False
5352,40.77016716,-73.97586761,5D-PM-1018-03,PM,2018-10-18,Adult,Gray,Ground plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
5353,40.77663562,-73.96905886,14F-PM-1012-06,PM,2018-10-12,Adult,Cinnamon,Ground plane,,False,False,False,True,True,,False,False,False,False,True,False,True,False
5354,40.78340517,-73.96384634,23F-AM-1018-01,AM,2018-10-18,Adult,Cinnamon,Above ground,,False,False,True,False,False,,False,False,False,False,False,False,True,False
5355,40.7976368,-73.95976428,39A-PM-1014-02,PM,2018-10-14,Adult,Gray,Ground plane,,False,True,False,False,False,,False,False,False,False,False,False,False,False
5356,40.77710356,-73.97456914,13A-PM-1014-03,PM,2018-10-14,Adult,Gray,Above ground,,False,False,True,False,False,,False,False,False,False,False,False,False,True
5357,40.7744175,-73.97487064,10B-AM-1006-02,AM,2018-10-06,Juvenile,Gray,Above ground,High in a tree,False,False,True,False,False,,False,False,False,False,False,False,True,False
